Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
B,27762995,1,593.19,1,Customer,250>x>50,Service Industries
C,9432429,1,611.36,1,Prospective Customer,250>x>50,Discrete Industries
C,29963404,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
A,12058012,1,1545.7,1,Consultant,>250,Financial Services
A,2547225,1,5400.0,1,Customer,250>x>50,Service Industries
A,26059079,1,1985.35,1,Customer,250>x>50,Service Industries
B,163194,1,2265.25,1,Customer,<50,Service Industries
A,172289,1,6038.98,1,Customer,<50,Service Industries
C,29964383,1,60.0,1,Prospective Partner,250>x>50,Consumer Industries
C,1084919,1,147.0,1,Consultant,>250,Energy and Natural Resources
C,1197745,1,147.0,1,Consultant,>250,Financial Services
C,2412003,1,147.0,1,Customer,<50,Service Industries
C,29893973,1,523.1700000000001,1,Prospective Partner,250>x>50,Consumer Industries
C,29963489,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,29969442,1,377.54,1,Prospective Partner,250>x>50,Consumer Industries
B,12146607,1,419.49,1,Consultant,>250,Financial Services
C,29540450,1,419.49,1,Customer,250>x>50,Consumer Industries
C,29968230,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29969886,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,6339476,1,451.01,1,Prospective Customer,<50,Discrete Industries
C,29967013,1,479.0,1,Prospective Partner,250>x>50,Consumer Industries
B,28076193,1,498.0,1,Customer,250>x>50,Service Industries
C,6597149,1,702.11,1,Prospective Customer,250>x>50,Discrete Industries
B,14376833,1,592.37,1,Consultant,>250,Financial Services
B,14687963,1,592.37,1,Customer,250>x>50,Service Industries
C,16034204,1,592.37,1,Customer,250>x>50,Consumer Industries
B,16697981,1,592.37,1,Customer,250>x>50,Service Industries
B,169592,1,592.37,1,Customer,250>x>50,Service Industries
B,21274260,1,592.37,1,Customer,250>x>50,Service Industries
B,21318855,1,592.37,1,Customer,250>x>50,Service Industries
B,24730647,1,592.37,1,Customer,250>x>50,Service Industries
B,24775201,1,592.37,1,Customer,250>x>50,Service Industries
B,24778547,1,592.37,1,Customer,250>x>50,Service Industries
B,24781933,1,592.37,1,Customer,250>x>50,Service Industries
B,25201471,1,592.37,1,Customer,250>x>50,Service Industries
B,25243393,1,592.37,1,Customer,250>x>50,Service Industries
B,25257263,1,592.37,1,Customer,250>x>50,Service Industries
B,25282470,1,592.37,1,Customer,250>x>50,Service Industries
C,25289986,1,592.37,1,Customer,<50,Service Industries
C,25290343,1,592.37,1,Customer,<50,Service Industries
C,25291682,1,592.37,1,Customer,<50,Service Industries
C,25294316,1,592.37,1,Customer,<50,Service Industries
C,25304515,1,592.37,1,Customer,<50,Service Industries
C,25313074,1,592.37,1,Customer,<50,Service Industries
C,25313397,1,592.37,1,Customer,<50,Service Industries
C,25315512,1,592.37,1,Customer,<50,Service Industries
B,25352783,1,592.37,1,Customer,250>x>50,Service Industries
B,27803528,1,592.37,1,Customer,250>x>50,Service Industries
B,27809148,1,592.37,1,Customer,250>x>50,Service Industries
B,27811827,1,592.37,1,Customer,250>x>50,Service Industries
B,27862939,1,592.37,1,Customer,250>x>50,Service Industries
C,29697087,1,592.37,1,Partner,250>x>50,Consumer Industries
C,29967220,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29969513,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29969547,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,3041321,1,592.37,1,Prospective Customer,250>x>50,Public Services
C,4427710,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4680814,1,592.37,1,Prospective Customer,<50,Discrete Industries
C,4839396,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4844096,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4864882,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4897244,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5425228,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5439667,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5696583,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,6286737,1,592.37,1,Prospective Customer,<50,Discrete Industries
C,6822076,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7243989,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8807795,1,592.37,1,Prospective Customer,<50,Discrete Industries
B,25275904,1,593.19,1,Customer,250>x>50,Service Industries
B,25284432,1,593.19,1,Customer,250>x>50,Service Industries
C,25304589,1,593.19,1,Customer,<50,Service Industries
C,29964694,1,593.19,1,Prospective Partner,250>x>50,Consumer Industries
C,25294063,1,603.31,1,Customer,<50,Service Industries
C,6597210,1,603.31,1,Prospective Customer,250>x>50,Discrete Industries
C,26678951,1,652.43,1,Customer,<50,Service Industries
B,25394438,1,675.0,1,Customer,250>x>50,Service Industries
C,4840525,1,755.08,1,Prospective Customer,250>x>50,Discrete Industries
A,1120584,1,2222.03,1,Consultant,>250,Financial Services
C,1084993,1,0.0,1,Consultant,>250,Energy and Natural Resources
C,2130487,1,0.0,1,Customer,250>x>50,Service Industries
C,29626886,1,58.47,1,Customer,250>x>50,Consumer Industries
C,23998724,1,61.36,1,Customer,<50,Service Industries
C,171949,1,826.27,1,Customer,<50,Service Industries
C,29958993,1,233.9,1,Prospective Partner,250>x>50,Consumer Industries
C,24608181,1,490.9,1,Customer,<50,Service Industries
C,29958995,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29971547,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
C,29972908,1,250.0,1,Prospective Partner,250>x>50,Consumer Industries
B,25409893,1,669.49,1,Customer,250>x>50,Service Industries
C,26751825,1,669.49,1,Customer,<50,Service Industries
C,29958996,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29972760,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29972837,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29972912,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29973108,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,7096173,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
C,29369688,1,1998.08,1,Customer,<50,Consumer Industries
C,29972712,1,499.52,1,Prospective Partner,250>x>50,Consumer Industries
C,8478130,1,431.1,1,Prospective Customer,250>x>50,Discrete Industries
C,29971028,1,479.0,1,Prospective Partner,250>x>50,Consumer Industries
B,1193524,1,509.09,1,Consultant,>250,Financial Services
C,10275888,1,592.37,1,Press/Analyst,>250,Energy and Natural Resources
C,10357364,1,592.37,1,Press/Analyst,>250,Energy and Natural Resources
B,12317598,1,592.37,1,Consultant,>250,Financial Services
B,15164368,1,592.37,1,Customer,250>x>50,Service Industries
C,163682,1,592.37,1,Customer,<50,Service Industries
C,17918748,1,592.37,1,Customer,<50,Service Industries
C,18177510,1,592.37,1,Customer,<50,Service Industries
B,21773462,1,592.37,1,Customer,250>x>50,Service Industries
B,24716252,1,592.37,1,Customer,250>x>50,Service Industries
B,24734019,1,592.37,1,Customer,250>x>50,Service Industries
B,24746247,1,592.37,1,Customer,250>x>50,Service Industries
B,24775400,1,592.37,1,Customer,250>x>50,Service Industries
B,24779956,1,592.37,1,Customer,250>x>50,Service Industries
B,24792952,1,592.37,1,Customer,250>x>50,Service Industries
B,24797762,1,592.37,1,Customer,250>x>50,Service Industries
B,24815639,1,592.37,1,Customer,250>x>50,Service Industries
B,25157936,1,592.37,1,Customer,250>x>50,Service Industries
B,25226170,1,592.37,1,Customer,250>x>50,Service Industries
B,25250271,1,592.37,1,Customer,250>x>50,Service Industries
B,25267944,1,592.37,1,Customer,250>x>50,Service Industries
B,25276180,1,592.37,1,Customer,250>x>50,Service Industries
B,25285289,1,592.37,1,Customer,250>x>50,Service Industries
C,25287469,1,592.37,1,Customer,<50,Service Industries
B,25369496,1,592.37,1,Customer,250>x>50,Service Industries
C,29958998,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29973167,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29973496,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29973500,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,2998519,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,3045543,1,592.37,1,Prospective Customer,250>x>50,Public Services
C,3515141,1,592.37,1,Prospective Customer,250>x>50,Public Services
C,4858317,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5661759,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7184250,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7485000,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7889957,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,25188857,1,593.19,1,Customer,250>x>50,Service Industries
C,25304916,1,593.19,1,Customer,<50,Service Industries
B,25336708,1,593.19,1,Customer,250>x>50,Service Industries
B,29957761,1,1207.46,1,Prospective Partner,250>x>50,Consumer Industries
C,8010937,1,600.0,1,Prospective Customer,250>x>50,Discrete Industries
B,26319966,1,755.08,1,Customer,250>x>50,Service Industries
B,29957853,1,1132.6200000000001,1,Prospective Partner,250>x>50,Consumer Industries
B,29973498,1,907.63,1,Prospective Partner,250>x>50,Consumer Industries
A,11948666,1,1132.63,1,Consultant,>250,Financial Services
B,176896,1,1550.0,1,Customer,<50,Service Industries
C,50083312,1,63.0,1,Prospective Customer,250>x>50,Discrete Industries
C,12382470,1,195.36,1,Consultant,>250,Financial Services
C,29979695,1,195.36,1,Prospective Customer,250>x>50,Consumer Industries
C,14202639,1,240.0,1,Consultant,>250,Financial Services
C,29978934,1,250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,27799562,1,327.81,1,Customer,250>x>50,Service Industries
C,29958024,1,327.81,1,Prospective Partner,250>x>50,Consumer Industries
C,29978739,1,377.54,1,Prospective Customer,250>x>50,Consumer Industries
C,50093837,1,377.54,1,Prospective Customer,250>x>50,Discrete Industries
B,21043508,1,838.98,1,Customer,250>x>50,Service Industries
C,29963800,1,669.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29978487,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29978786,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9597639,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
C,9611972,1,419.49,1,Prospective Customer,250>x>50,Discrete Industries
B,12032236,1,592.37,1,Consultant,>250,Financial Services
B,13050079,1,592.37,1,Consultant,>250,Financial Services
B,14771180,1,592.37,1,Customer,250>x>50,Service Industries
C,163322,1,592.37,1,Customer,<50,Service Industries
B,16842383,1,592.37,1,Customer,250>x>50,Service Industries
C,179227,1,592.37,1,Customer,<50,Service Industries
C,18528447,1,592.37,1,Customer,<50,Service Industries
C,20048079,1,592.37,1,Customer,<50,Service Industries
B,211620,1,592.37,1,Customer,250>x>50,Service Industries
B,22199379,1,592.37,1,Customer,250>x>50,Service Industries
B,24742071,1,592.37,1,Customer,250>x>50,Service Industries
B,24768135,1,592.37,1,Customer,250>x>50,Service Industries
B,24778187,1,592.37,1,Customer,250>x>50,Service Industries
B,24843503,1,592.37,1,Customer,250>x>50,Service Industries
B,24846937,1,592.37,1,Customer,250>x>50,Service Industries
B,25233278,1,592.37,1,Customer,250>x>50,Service Industries
B,25249297,1,592.37,1,Customer,250>x>50,Service Industries
B,25250757,1,592.37,1,Customer,250>x>50,Service Industries
B,25267511,1,592.37,1,Customer,250>x>50,Service Industries
C,25295147,1,592.37,1,Customer,<50,Service Industries
C,25315994,1,592.37,1,Customer,<50,Service Industries
C,25316243,1,592.37,1,Customer,<50,Service Industries
B,25320096,1,592.37,1,Customer,250>x>50,Service Industries
B,25320267,1,592.37,1,Customer,250>x>50,Service Industries
B,27268351,1,592.37,1,Customer,250>x>50,Service Industries
B,27636384,1,592.37,1,Customer,250>x>50,Service Industries
B,27751252,1,592.37,1,Customer,250>x>50,Service Industries
B,27762922,1,592.37,1,Customer,250>x>50,Service Industries
B,27808416,1,592.37,1,Customer,250>x>50,Service Industries
B,27818513,1,592.37,1,Customer,250>x>50,Service Industries
B,27841856,1,592.37,1,Customer,250>x>50,Service Industries
B,27877762,1,592.37,1,Customer,250>x>50,Service Industries
B,27896416,1,592.37,1,Customer,250>x>50,Service Industries
C,29958032,1,592.37,1,Prospective Partner,250>x>50,Consumer Industries
C,29978614,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,29978617,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,29979697,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,4837013,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4838173,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5581902,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,7756741,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,8706881,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
B,27821440,1,593.19,1,Customer,250>x>50,Service Industries
C,29976164,1,593.19,1,Prospective Partner,250>x>50,Consumer Industries
B,25267512,1,600.0,1,Customer,250>x>50,Service Industries
B,25282834,1,603.31,1,Customer,250>x>50,Service Industries
C,25294772,1,603.31,1,Customer,<50,Service Industries
C,29959049,1,611.91,1,Prospective Partner,250>x>50,Consumer Industries
C,29979673,1,775.63,1,Prospective Customer,250>x>50,Consumer Industries
C,29978495,1,679.58,1,Prospective Customer,250>x>50,Consumer Industries
B,22986908,1,1126.05,1,Customer,<50,Service Industries
C,170956,1,898.46,1,Customer,<50,Service Industries
B,11250935,1,755.08,1,Consultant,>250,Financial Services
B,29976168,1,1120.25,1,Prospective Partner,250>x>50,Consumer Industries
B,28852502,1,1132.63,1,Customer,250>x>50,Consumer Industries
B,50100845,1,1132.63,1,Prospective Customer,250>x>50,Discrete Industries
B,29958029,1,1253.89,1,Prospective Partner,250>x>50,Consumer Industries
B,5648667,1,1498.06,1,Prospective Customer,250>x>50,Discrete Industries
C,15381763,1,0.0,1,Customer,250>x>50,Service Industries
C,14378283,1,225.0,1,Consultant,250>x>50,Service Industries
C,29982806,1,250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,29982821,1,327.81,1,Prospective Customer,250>x>50,Consumer Industries
C,29982914,1,327.81,1,Prospective Customer,250>x>50,Consumer Industries
B,21838914,1,374.52,1,Customer,250>x>50,Service Industries
B,11699574,1,377.54,1,Consultant,>250,Financial Services
B,29954507,1,1132.6200000000001,1,Prospective Partner,250>x>50,Consumer Industries
C,29980206,1,416.13,1,Prospective Customer,250>x>50,Consumer Industries
B,12610852,1,419.49,1,Consultant,>250,Financial Services
C,29764672,1,838.98,1,Partner,250>x>50,Consumer Industries
C,29929774,1,669.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29975807,1,419.49,1,Prospective Partner,250>x>50,Consumer Industries
C,29980597,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,29981262,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,6823977,1,838.98,1,Prospective Customer,250>x>50,Discrete Industries
C,29980350,1,421.36,1,Prospective Customer,250>x>50,Consumer Industries
C,29975798,1,468.18,1,Prospective Partner,250>x>50,Consumer Industries
C,29981635,1,468.18,1,Prospective Customer,250>x>50,Consumer Industries
B,14601871,1,588.0,1,Customer,250>x>50,Service Industries
C,10764528,1,592.37,1,Consultant,>250,Energy and Natural Resources
C,163227,1,592.37,1,Customer,<50,Service Industries
C,20290250,1,592.37,1,Customer,<50,Service Industries
C,205045,1,592.37,1,Customer,<50,Service Industries
B,211738,1,592.37,1,Customer,250>x>50,Service Industries
B,222270,1,592.37,1,Customer,250>x>50,Service Industries
C,238821,1,592.37,1,Customer,<50,Service Industries
C,24343397,1,592.37,1,Customer,<50,Service Industries
B,24730047,1,592.37,1,Customer,250>x>50,Service Industries
B,24775678,1,592.37,1,Customer,250>x>50,Service Industries
B,24937457,1,592.37,1,Customer,250>x>50,Service Industries
B,25188114,1,592.37,1,Customer,250>x>50,Service Industries
B,25232608,1,592.37,1,Customer,250>x>50,Service Industries
B,25232612,1,592.37,1,Customer,250>x>50,Service Industries
B,25245305,1,592.37,1,Customer,250>x>50,Service Industries
B,25265561,1,592.37,1,Customer,250>x>50,Service Industries
B,25282310,1,592.37,1,Customer,250>x>50,Service Industries
B,25282783,1,592.37,1,Customer,250>x>50,Service Industries
B,25283702,1,592.37,1,Customer,250>x>50,Service Industries
B,25323765,1,592.37,1,Customer,250>x>50,Service Industries
B,25336884,1,592.37,1,Customer,250>x>50,Service Industries
B,25339228,1,592.37,1,Customer,250>x>50,Service Industries
B,27273550,1,592.37,1,Customer,250>x>50,Service Industries
B,27292321,1,592.37,1,Customer,250>x>50,Service Industries
B,27807093,1,592.37,1,Customer,250>x>50,Service Industries
B,27811727,1,592.37,1,Customer,250>x>50,Service Industries
B,27812308,1,592.37,1,Customer,250>x>50,Service Industries
B,27830121,1,592.37,1,Customer,250>x>50,Service Industries
B,27844758,1,592.37,1,Customer,250>x>50,Service Industries
C,29320203,1,592.37,1,Customer,<50,Consumer Industries
C,29979782,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,29983082,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,29991532,1,592.37,1,Prospective Customer,250>x>50,Consumer Industries
C,4837799,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4854442,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,4858290,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5491638,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
C,5767021,1,592.37,1,Prospective Customer,250>x>50,Discrete Industries
